,name,occupation_x,rhodes_scholar,schools,degrees,full_name,DOB,occupation_y,spouses,offspring
1269,Caroline C. Fillmore,,,,,Caroline Carmichael,1813-10-21 00:00:00,,Millard Fillmore,
1270,Lucretia Garfield,,,Hiram College,BA,Lucretia Rudolph,1832-04-19 00:00:00,,James A. Garfield,"Harry Augustus Garfield,James Rudolph Garfield,Abram Garfield"
1271,Jane Pierce,,,,,Jane Means Appleton,1806-03-12 00:00:00,,Franklin Pierce,Franklin Jr.
1272,Sarah Childress Polk,,,Salem Academy,,Sarah Childress,1803-09-04 00:00:00,,James K. Polk,
1273,Mary Todd Lincoln,,,,,Mary Ann Todd,1818-12-13 00:00:00,,Abraham Lincoln,"Robert Todd Lincoln,Edward Baker Lincoln,William Wallace Lincoln,Tad Lincoln"
1274,Nell Arthur,,,,,Ellen Lewis Herndon,1837-08-30 00:00:00,,Chester A. Arthur,Chester Alan Arthur II
1275,Frances Cleveland,,,Wells College,BA,Frank Clara Folsom,1864-07-21 00:00:00,,"Grover Cleveland,Thomas J. Preston, Jr.","Ruth Cleveland,Esther Cleveland,Richard F. Cleveland"
1276,Eliza McCardle Johnson,,,,,Eliza McCardle,1810-10-04 00:00:00,,Andrew Johnson,Martha Johnson Patterson
1277,Julia Grant,,,,,Julia Boggs Dent,1826-01-26 00:00:00,,Ulysses S. Grant,"Frederick Dent Grant,Ulysses S. Grant Jr.,Nellie Grant,Jesse Root Grant (politician)"
1278,Caroline Harrison,,,Miami University,BM,Caroline Lavinia Scott,1832-10-01 00:00:00,,Benjamin Harrison,"Russell Benjamin Harrison,Mary Harrison McKee"
1279,Mary Harrison,,,,,Mary Scott Lord,1858-04-30 00:00:00,,Benjamin Harrison,Elizabeth Harrison Walker
1280,Florence Harding,,,Cincinnati Conservatory of Music,,Florence Mabel Kling,1860-08-15 00:00:00,,Warren G. Harding,Marshall Eugene DeWolfe
1281,Ida Saxton McKinley,,,Brook Hall Seminary,,Ida Saxton,1847-06-08 00:00:00,,William McKinley,2
1282,Alice Hathaway Roosevelt,,,,,Alice Hathaway Lee,1861-07-29 00:00:00,,Theodore Roosevelt,Alice Roosevelt Longworth
1283,Grace Coolidge,,,University of Vermont,BA,Grace Anna Goodhue,1879-01-03 00:00:00,,Calvin Coolidge,John Coolidge
1284,Helen Herron Taft,,,University of Cincinnati,,Helen Louise Herron,1861-06-02 00:00:00,,William Howard Taft,"Robert A. Taft,Helen Taft Manning,Charles Phelps Taft II"
1285,Lou Henry Hoover,,,"San José State University,Stanford University","DipEd,BA",Lou Henry,1874-03-29 00:00:00,,Herbert Hoover,"Herbert Hoover Jr.,Allan Hoover"
1286,Edith Wilson,,,,,Edith Bolling,1872-10-15 00:00:00,,Woodrow Wilson,1
1287,Edith Roosevelt,,,,,Edith Kermit Carow,1861-08-06 00:00:00,,Theodore Roosevelt,"Theodore Roosevelt Jr.,Kermit Roosevelt,Ethel Roosevelt Derby,Archibald Roosevelt,Quentin Roosevelt"
1288,Ellen Axson Wilson,,,,,Ellen Louise Axson,1860-05-15 00:00:00,,Woodrow Wilson,"Margaret Woodrow Wilson,Jessie Woodrow Wilson Sayre,Eleanor Wilson McAdoo"
1289,Bess Truman,,,,,Elizabeth Virginia Wallace,1885-02-13 00:00:00,,Harry S. Truman,Margaret Truman
1290,Lady Bird Johnson,,,"University of Texas, Austin","BA,BJ",Claudia Alta Taylor,1912-12-22 00:00:00,,Lyndon B. Johnson,"Lynda Johnson,Luci Johnson"
1291,Mamie Eisenhower,,,,,Mary Geneva Doud,1896-11-14 00:00:00,,Dwight D. Eisenhower,John Eisenhower
1292,Eleanor Roosevelt,,,,,Anna Eleanor Roosevelt,1884-10-11 00:00:00,,Franklin D. Roosevelt,"Franklin Delano Roosevelt Jr.,Anna Roosevelt Halsted,Elliott Roosevelt (general),James Roosevelt,John Aspinwall Roosevelt"
1293,Betty Ford,,,,,Elizabeth Anne Bloomer,1918-04-08 00:00:00,,Gerald Ford,"Michael Gerald Ford,John Gardner Ford,Steven Ford,Susan Ford"
1294,Pat Nixon,,,Fullerton College,BS,Thelma Catherine Ryan,1912-03-16 00:00:00,,Richard Nixon,"Tricia Nixon Cox,Julie Nixon Eisenhower"
1295,Barbara Bush,,,Smith College,,Barbara Pierce,1925-06-08 00:00:00,,George H. W. Bush,"George W. Bush,Pauline Robinson Bush,Jeb Bush,Neil Bush,Marvin Bush,Dorothy Bush Koch"
1296,Barbara Bush,,,Yale University,,Barbara Pierce Bush,1981-11-25 00:00:00,Health care activist,Craig Coyne,1
1297,Michelle Obama,,,"Princeton University,Harvard University","JD,AB",Michelle LaVaughn Robinson,1964-01-17 00:00:00,,Barack Obama,"Malia Obama,Sasha Obama"
1298,Nancy Reagan,,,Smith College,BA,Anne Frances Robbins,1921-07-06 00:00:00,,Ronald Reagan,"Patti Davis,Ron Reagan"
1299,Neilia Hunter Biden,,,"Syracuse University,MA",,Neilia Hunter,1942-07-28 00:00:00,Teacher,Joe Biden,"Beau Biden,Hunter Biden"
1300,Melania Trump,,,,,Melanija Knavs,1970-04-26 00:00:00,,Donald Trump,Family of Donald Trump#Barron Trump
1301,James C. Quayle,,,,,James Cline Quayle,1921-05-25 00:00:00,"newspaper publisher, businessman",Martha Corrine Pulliam,Dan Quayle
1302,Jill Biden,,,"University of Delaware,West Chester University,Villanova University","MEd,BA,EdD,MA",Jill Tracy Jacobs,1951-06-03 00:00:00,,Joe Biden,"Ashley Biden,Beau Biden,Hunter Biden"
1303,Margaret Trudeau,,,,,Margaret Joan Sinclair,1948-09-10 00:00:00,,Pierre Trudeau,"Justin Trudeau,Alexandre Trudeau,Michel Trudeau"
1304,Virginia Clinton Kelley,,,Northwestern State University,,Virginia Dell Cassidy,1923-06-06 00:00:00,Nurse anesthetist,"William Jefferson Blythe Jr.,Roger Clinton Sr.,Jeff Dwire","Bill Clinton,Roger Clinton Jr."
1305,William Jefferson Blythe Jr.,,,,,,1918-02-27 00:00:00,"Traveling salesman,soldier",Virginia Clinton Kelley,Bill Clinton
1306,Hugh Rodham,,,"Pennsylvania State University,BS",,Hugh Ellsworth Rodham,1911-04-02 00:00:00,Businessman,Dorothy Howell Rodham,"Hillary Clinton,Hugh Rodham (born 1950),Tony Rodham"
1307,Hugh Rodham,,,"Pennsylvania State University,,University Park,BS,University of Arkansas,,Fayetteville,MA,JD",,,1950-05-26 00:00:00,,Maria Victoria Arias,
1308,Pierre Trudeau,,,"Collège Jean-de-Brébeuf,Université de Montréal,Harvard University","MA,LLB,DEC",Joseph Philippe Pierre Yves Elliott Trudeau,1919-10-18 00:00:00,"Lawyer,jurist",Margaret Trudeau,"Justin Trudeau,Alexandre Trudeau,Michel Trudeau"
1309,Dorothy Emma Rodham,,,,,Dorothy Emma Howell,1919-06-04 00:00:00,,Hugh Rodham (born 1911),"Hillary Clinton,Hugh Edwin Rodham,Tony Rodham"
1310,Shyamala Gopalan,,,"University of Delhi,University of California, Berkeley","BSc,PhD,MS",,1938-12-07 00:00:00,,Donald J. Harris,"Kamala Harris,Maya Harris"
1311,Donald J. Harris,,,"University of London,UC Berkeley","BA,PhD",Donald Jasper Harris,1938-08-23 00:00:00,,Shyamala Gopalan,"Kamala Harris,Maya Harris"
1312,Xi Zhongxun,,,,,,1913-10-15 00:00:00,,Qi Xin,"Qi Qiaoqiao,Xi Jinping,Xi Yuanping"
1313,Ross Ardern,,,,,David Ross Ardern,1954-02-28 00:00:00,,Laurell,2
1314,Anne Gorsuch Burford,,,University of Colorado Boulder,"JD,BA",Anne Irene McGill,1942-04-21 00:00:00,,Robert F. Burford,Neil Gorsuch
1315,Qi Xin,,,"Counter-Japanese Military and Political University,Central Party School of the Chinese Communist Party",,齐心,1924-01-01 00:00:00,,,"Qi Qiaoqiao,Xi Jinping,Xi Yuanping"
1316,John Maynard Harlan,,,,,,1864-12-12 00:00:00,Lawyer,,John Marshall Harlan II
1317,Clarence Hale,,,Bowdoin College,"A.M.,A.B.",Clarence Hale,1848-04-15 00:00:00,,,
1318,Frederick George Scott,,,,,,1861-04-07 00:00:00,,,F. R. Scott
1319,Ralph Connor,,,University of Toronto,,,1860-09-13 00:00:00,,,
1320,Lyle Boren,,,East Central University,BA,Lyle Hagler Boren,1909-05-11 00:00:00,,Christine McKown,David Boren
1321,Betty Binns Fletcher,,,"Stanford University,University of Washington School of Law",,Elizabeth Binns,1923-03-29 00:00:00,,,William A. Fletcher
1322,Sir Peter Heydon,,,University of Sydney,,Peter Richard Heydon,1913-09-09 00:00:00,Public servant,Muriel Naomi Slater,
1323,Sir John Lavington Bonython,,,,,,1875-09-10 00:00:00,Newspaper editor,,
1324,Sir Keith Wilson,,,,,,1900-09-03 00:00:00,,Elizabeth Bonython,Ian Wilson (politician)
1325,Clem Hawke,,,"School of Mines, Kapunda,Adelaide College of Divinity, Parkin Campus",,Arthur Clarence Hawke,1898-03-05 00:00:00,,Edith Lee,Bob Hawke
1326,Emmett J. Rice,,,"City University of New York, City College,University of California, Berkeley","BBA,MBA,PhD",Emmett John Rice,1919-12-21 00:00:00,,Lois Rice,Susan Rice
1327,John Crosbie,,,"Queen's University,Dalhousie Law School",,John Carnell Crosbie,1931-01-30 00:00:00,,Jane Ellen Furneaux,Ches Crosbie
1328,Lois Rice,,,Harvard University,BA,Lois Ann Dickson,1933-02-28 00:00:00,,"Emmett J. Rice,Alfred B. Fitt",Susan Rice
1329,Blair Clark,,,"St. Mark's School,Harvard University,AB",,Ledyard Blair Clark,1917-08-22 00:00:00,,Jessie Holladay Philbin,Tomasz Malinowski
1330,Joseph Buttigieg,,,"University of Malta,Heythrop College, University of London,Binghamton University","MA,BA,BPhil,PhD",Joseph Anthony Buttiġieġ II,1947-05-20 00:00:00,"Scholar, academic, translator",Jennifer Montgomery,Pete Buttigieg
1331,John Adams Sr.,,,,,John Adams,1691-02-08 00:00:00,minister,Susanna Boylston,"John Adams,Elihu Adams"
1332,James Madison Sr.,,,,,James Madison,1723-03-27 00:00:00,Tobacco,Eleanor Rose Conway,"James Madison,William Madison"
1333,Richard Lee Taylor,,,,,,1744-04-03 00:00:00,,Sarah Dabney Strother,"Zachary Taylor,Joseph Pannell Taylor"
1334,Abraham Van Buren,,,,,,1737-02-17 00:00:00,"Owner, tavern and inn","Maria Hoes (or Goes) Van Alen (m. 1776–1817, his death)",Martin Van Buren
1335,Benjamin Harrison V,,,College of William and Mary,,,1726-04-05 00:00:00,,Elizabeth Bassett,"Benjamin Harrison VI,William Henry Harrison"
1336,John Tyler Sr.,,,"College of William & Mary,read law",,John Tyler,1747-02-28 00:00:00,,Mary Marot Armistead (m. 1777; death 1797),John Tyler
1337,Benjamin Pierce,,,,,,1757-12-25 00:00:00,Farmer,"Elizabeth Andrews (m. 1787–1788, her death)","Benjamin Kendrick Pierce,Franklin Pierce"
1338,Nathaniel Fillmore,,,,,Nathaniel Fillmore Jr.,1771-04-19 00:00:00,Farmer,Phoebe Millard,Millard Fillmore
1339,Hannah Simpson Grant,,,,,Hannah Simpson,1798-11-23 00:00:00,Homemaker,Jesse Root Grant,
1340,William McKinley Sr.,,,,,,1807-11-15 00:00:00,Pig iron,Nancy Campbell Allison McKinley,William McKinley
1341,George Tryon Harding,,,,,George Tryon Harding,1843-06-12 00:00:00,"Physician, businessman","
",Warren G. Harding
1342,Alphonso Taft,,,Yale University,BA,,1810-11-05 00:00:00,,Louise Taft,"Charles Phelps Taft,William Howard Taft,Henry Waters Taft,Horace Dutton Taft"
1343,Samuel Ealy Johnson Jr.,,,,,Samuel Ealy Johnson Jr.,1877-10-11 00:00:00,,Rebekah Baines,"Lyndon B. Johnson,Sam Houston Johnson"
1344,Martha Bulloch Roosevelt,,,,,Martha Stewart Bulloch,1835-07-08 00:00:00,,Theodore Roosevelt Sr.,"Bamie Roosevelt,Theodore Roosevelt,Elliott Bulloch Roosevelt,Corinne Roosevelt Robinson"
1345,Theodore Roosevelt Sr.,,,,,Theodore Roosevelt,1831-09-22 00:00:00,"Businessman, philanthropist",Martha Bulloch Roosevelt,"Bamie Roosevelt,Theodore Roosevelt,Elliott Roosevelt (socialite),Corinne Roosevelt Robinson"
1346,James Roosevelt I,,,"Union College,Harvard University",,,1828-07-16 00:00:00,Businessman,Sara Roosevelt,"James Roosevelt Roosevelt,Franklin D. Roosevelt"
1347,John Calvin Coolidge Sr.,,,,,John Calvin Coolidge,1845-03-31 00:00:00,"Businessman, Politician, Banker, Farmer",,Calvin Coolidge
1348,Martha Ellen Young Truman,,,,,Martha Ellen Young,1852-11-25 00:00:00,,John Anderson Truman,Harry S Truman
1349,Sara Delano Roosevelt,,,,,Sara Ann Delano,1854-09-21 00:00:00,,James Roosevelt I,Franklin D. Roosevelt
1350,Francis A. Nixon,,,,,Francis Anthony Nixon,1878-12-03 00:00:00,"Grocer, rancher",Hannah Milhous Nixon,"Richard Nixon,Francis Donald Nixon,Arthur Nixon,Edward Nixon"
1351,Dorothy Ayer Gardner Ford,,,,,Dorothy Ayer Gardner,1892-02-27 00:00:00,,"Leslie Lynch King Sr.,Gerald Rudolff Ford","Gerald Ford,Thomas Gardner Ford"
1352,Leslie Lynch King Sr.,,,,,Leslie Lynch King,1884-07-25 00:00:00,,Dorothy Ayer Gardner Ford,Gerald Ford
1353,James Earl Carter Sr.,,,,,,1894-09-12 00:00:00,,Lillian Gordy Carter,"Jimmy Carter,Gloria Carter Spann,Ruth Carter Stapleton,Billy Carter"
1354,Hannah Milhous Nixon,,,,,Hannah Elizabeth Milhous,1885-03-07 00:00:00,,Francis A. Nixon,"Richard Nixon,Francis Donald Nixon,Arthur Burdg Nixon,Edward Calvert Nixon"
1355,Jack Reagan,,,,,John Edward Reagan,1883-07-13 00:00:00,,Nelle Wilson Reagan,"Neil Reagan,Ronald Reagan"
1356,Mary Anne MacLeod Trump,,,,,Mary Anne MacLeod,1912-05-10 00:00:00,Domestic worker,Fred Trump,"Maryanne Trump Barry,Fred Trump Jr.,Family of Donald Trump#Elizabeth Trump Grau,Donald Trump,Robert Trump"
1357,Fred Trump,,,"Pratt Institute,Richmond Hill High School",,Frederick Christ Trump,1905-10-11 00:00:00,Fred Trump Organization,Mary Anne MacLeod Trump,"Maryanne Trump Barry,Fred Trump Jr.,Elizabeth Trump Grau,Donald Trump,Robert Trump"
1358,Ann Dunham,,,"University of Washington,University of Hawaii at Manoa","MA,BA,PhD",Stanley Ann Dunham,1942-11-29 00:00:00,,"Barack Obama Sr.,Lolo Soetoro","Barack Obama,Maya Soetoro-Ng"
1359,Barack Obama Sr.,,,"University of Hawaii, Manoa,Harvard University","MA,BA",Baraka Obama,1934-06-18 00:00:00,,Ann Dunham,"Malik Obama,Auma Obama,Barack Obama"
1360,Sam Reich,,,,,,1984-07-22 00:00:00,"CEO,CHMedia",Elaine Carroll,
1361,Mary Cheney,,,"Colorado College,University of Denver","BA,MBA",Mary Claire Cheney,1969-03-14 00:00:00,,Heather Poe,2
1362,Ben Quayle,,,"Duke University,Vanderbilt University","JD,BA",Benjamin Eugene Quayle,1976-11-05 00:00:00,"Attorney,Lobbyist",Tiffany Crane,2
1363,Xi Mingze,,,Harvard University,BA,习明泽,1992-06-25 00:00:00,,,
1364,Jonathan Soros,,,"Wesleyan University,Harvard University","JD,BA,MPA",Jonathan Tivadar Soros,1970-09-10 00:00:00,Investment fund,Jennifer Allan,
1365,Alexander Soros,,,"New York University,University of California, Berkeley","MA,BA,PhD",,1985-10-27 00:00:00,,,
1366,Maria Vorontsova,,,"Saint Petersburg State University,Moscow State University",,Mariya Vladimirovna Putina,1985-04-28 00:00:00,Endocrinologist,Jorrit Faassen,2
1367,Alexander Bradshaw Campbell,,,Dalhousie University,,,1933-12-01 00:00:00,Lawyer,Marilyn Ruth Gilmour,3
1368,Chelsea Clinton,,,"Stanford University,Columbia University","DPhil,BA,MPhil,MPH",Chelsea Victoria Clinton,1980-02-27 00:00:00,,Marc Mezvinsky,3
1369,Michael Manley,,,London School of Economics,,Michael Norman Manley,1924-12-10 00:00:00,,Beverley Manley,Rachel Manley
1370,George Le Couteur OBE,,,"Newington College,University of Sydney",,,1915-09-14 00:00:00,Company director,"Nancy, née Oates (1939)","One daughter, two sons"
1371,Katerina Tikhonova,,,"Saint Petersburg State University,Moscow State University",,Yekaterina Vladimirovna Putina,1986-08-31 00:00:00,,Kirill Shamalov,1
1372,Galt MacDermot,,,"Bishop's University,Cape Town University",,Arthur Terence Galt MacDermot,1928-12-18 00:00:00,,Marlene Bruynzeel,5
1373,Peter Dale Scott,,,"McGill University,University College, Oxford,Institut d'Etudes Politiques",,,1929-01-11 00:00:00,"Poet, Academic, Diplomat",,
1374,Susan Coyne,,,,,,,"Screenwriter, actor",,
1375,Andrew Coyne,,,"University of Manitoba,Trinity College, Toronto,London School of Economics",,James Andrew Coyne,1960-12-23 00:00:00,"Journalist, editor",,
1376,Timothy Escott Reid,,,"Trinity College, Toronto,Yale University,Christ Church, Oxford",,Timothy Escott Reid,1936-02-21 00:00:00,"Politician, civil servant, educator",Julyan Fancott (1962–2012; her death),2
1377,Barbara Baker,,,University of Tasmania,,,,,Don Chalmers,
1378,John Templeton Jr.,,,"Yale University,Harvard University",,John Marks Templeton Jr.,1940-02-19 00:00:00,,,
1379,Richard Geary Rusk,,,,,,1946-03-30 00:00:00,"Truck-driver, journalist, activist","Linda Gologergen (common-law), Frances Louise Mitchell, Janice Lanford",3
1380,Michael Ignatieff,,,"Trinity College, Toronto,Harvard University,Trinity College, Toronto,Harvard University","BA,PhD,BA,PhD",Michael Grant Ignatieff,1947-05-12 00:00:00,,Susan Barrowclough,2
1381,John Katzenbach,,,Sidwell Friends School,,,1950-06-23 00:00:00,"Writer, screenwriter",,
1382,Pico Iyer,,,,,,1957-02-11 00:00:00,"Essayist,novelist",,
1383,Amanda Lang,,,University of Manitoba,,,1970-10-31 00:00:00,"Journalist, news anchor",,Julian Borg
1384,John Sarbanes,,,"Princeton University,Harvard University","JD,BA",John Peter Spyros Sarbanes,1962-05-22 00:00:00,,Dina Caplan,3
1385,Anthony L. Gardner,,,"Harvard University,Balliol College, Oxford,Columbia University,London Business School","JD,BA,MSc,MPhil",Anthony Luzzatto Gardner,1963-05-16 00:00:00,,,
1386,Raghu Karnad,,,"Swarthmore College,St. Cross College, Oxford University",,,,"Journalist, writer",,
1387,Seth Magaziner,,,"Brown University,Yale University","BA,MBA",Seth Michael Magaziner,1983-07-22 00:00:00,,,
1388,Dan Boren,,,"Texas Christian University,University of Oklahoma","BS,MBA",David Daniel Boren,1973-08-02 00:00:00,,Andrea Heupel,
1389,Madison Hemings,,,,,James Madison Hemings,1805-01-19 00:00:00,Fine woodworker; farmer,Mary Hughes McCoy,9
1390,Hannah Beazley,,,,,,1979-07-08 00:00:00,,,
1391,Martha Parke Custis,,,,,Martha Parke Custis,1756-04-12 00:00:00,,,
1392,Thomas Boylston Adams,,,Harvard College,,,1772-09-15 00:00:00,,Ann Harrod,8
1393,"Abigail ""Nabby"" Adams Smith",,,,,,1765-07-14 00:00:00,,William Stephens Smith,4
1394,Martha Jefferson Randolph,,,,,Martha Jefferson,1772-09-27 00:00:00,,Thomas Mann Randolph Jr.,"Thomas Jefferson Randolph,Ellen Wayles Randolph,Cornelia Jefferson Randolph,George W. Randolph"
1395,John Van Buren,,,Yale College,,,1810-02-18 00:00:00,,Elizabeth Vanderpoel,Anna Van Buren
1396,Abraham Van Buren II,,,,,,1807-11-27 00:00:00,,Angelica Singleton Van Buren,4
1397,David Gardiner Tyler,,,Washington College,,,1846-07-12 00:00:00,,Mary Morris Jones,4
1398,Mary Elizabeth Bliss,,,,,Mary Elizabeth Taylor,1824-04-20 00:00:00,,William Wallace Smith Bliss,
1399,Sarah Knox Taylor,,,,,Sarah Knox Taylor,1814-03-06 00:00:00,,Jefferson Davis,
1400,Richard Taylor,,,,,,1826-01-27 00:00:00,,,
1401,Lyon Gardiner Tyler Sr.,,,University of Virginia,,,1853-08-24 00:00:00,,Anne Baker Tucker (died 1921),Harrison Ruffin Tyler
1402,George Washington Adams,,,Harvard University,,,1801-04-12 00:00:00,,,1
1403,John Adams II,,,Harvard University,,,1803-07-04 00:00:00,,Mary Catherine Hellen,2
1404,Edward Baker Lincoln,,,,,Edward Baker Lincoln,1846-03-10 00:00:00,,,
1405,Millard Powers Fillmore,,,Harvard University,,,1828-04-25 00:00:00,Lawyer,,
1406,Martha Johnson Patterson,,,,,,1828-10-25 00:00:00,,David T. Patterson,2
1407,Mary Abigail Fillmore,,,,,Mary Abigail Fillmore,1832-03-27 00:00:00,,,
1408,Rutherford P. Hayes,,,"Michigan State University,Cornell University",,Rutherford Platt Hayes,1858-06-24 00:00:00,Librarian,,
1409,Harry Augustus Garfield,,,"Columbia Law School,BA",,,1863-10-11 00:00:00,,Belle Hartford Mason,4
1410,William Wallace Lincoln,,,,,,1850-12-21 00:00:00,,,
1411,Charles Adams,,,Harvard University,BA,Charles Francis Adams,1807-08-18 00:00:00,,Abigail Brown Brooks,"John Quincy Adams II,Charles Francis Adams Jr.,Henry Adams,Brooks Adams"
1412,Robert Todd Lincoln,,,"Harvard University,Northwestern University","LLB,BA",Robert Todd Lincoln,1843-08-01 00:00:00,,Mary Harlan Lincoln,"Mamie Lincoln Isham,Jessie Harlan Lincoln"
1413,James Webb Cook Hayes,,,,,,1856-03-20 00:00:00,,,
1414,"Thomas ""Tad"" Lincoln III",,,,,Thomas Lincoln III,1853-04-04 00:00:00,,,
1415,James Rudolph Garfield,,,Williams College,BA,James Rudolph Garfield,1865-10-17 00:00:00,,Helen Newell Garfield,4
1416,Abram Garfield,,,"Williams College,BA,Massachusetts Institute of Technology,BS",,,1872-11-21 00:00:00,architect,Helen Matthews,2
1417,Esther Cleveland,,,,,,1893-09-09 00:00:00,,Captain William Sidney Bence Bosanquet,Philippa Foot
1418,Ruth Cleveland,,,"Miss Fine's School,[1]",,,1891-10-03 00:00:00,,,
1419,Jesse Root Grant II,,,,,,1858-02-06 00:00:00,,,Chapman Grant
1420,Nellie Grant,,,,,Ellen Wrenshall Grant,1855-07-04 00:00:00,"Housewife, mother",Algernon Sartoris,Algernon Edward Sartoris
1421,Frederick Dent Grant,,,United States Military Academy,,,1850-05-30 00:00:00,"Civil engineer,businessman,police commissioner",Ida Marie Honor%C3%A9,"Julia Dent Cantacuz%C3%A8ne Spiransky-Grant,Ulysses S. Grant III"
1422,Nan Britton,,,,,Nanna Popham Britton,1896-11-09 00:00:00,Secretary,,Elizabeth Ann Blaesing
1423,Elizabeth Ann Blaesing,,,Roger C. Sullivan High School,,Elizabeth Ann Britton Harding,1919-10-22 00:00:00,,Henry Edward Blaesing,3
1424,Richard Cleveland,,,"Phillips Exeter Academy,Princeton University,Harvard Law School",,Richard Folsom Cleveland,1897-10-28 00:00:00,"Lawyer, civic leader",Ellen Douglass Gailor,6
1425,Chester Alan Arthur II,,,College of New Jersey,,,1864-07-25 00:00:00,connoisseur,Myra Townsend Fithian Andrews,Gavin Arthur
1426,Robert A. Taft,,,"Yale University,Harvard University","LLB,BA",Robert Alphonso Taft,1889-09-08 00:00:00,,Martha Wheaton Bowers,"William Howard Taft III,Robert Taft Jr."
1427,Elizabeth Harrison Walker,,,New York University School of Law,,,1897-02-21 00:00:00,Lawyer,James Blaine Walker,Benjamin Harrison Walker  
1428,Russell B. Harrison,,,"Pennsylvania Military Academy,Lafayette College",,Russell Benjamin Harrison,1854-08-12 00:00:00,,May Saunders,William Henry Harrison III
1429,Charles P. Taft II,,,"Yale University,Yale Law School",,,1897-09-20 00:00:00,,Eleanor Kellogg Chase Taft,Seth Taft
1430,Mary Harrison McKee,,,,,Mary Scott Harrison,1858-04-03 00:00:00,,James McKee,Benjamin Harrison McKee
1431,Alice Roosevelt Longworth,,,,,Alice Lee Roosevelt,1884-02-12 00:00:00,,Nicholas Longworth,Paulina Longworth
1432,Helen Taft Manning,,,"Bryn Mawr College,Yale University",Yale University,Helen Herron Taft,1891-08-01 00:00:00,,"Frederick Johnson Manning (m. 1920-1966, his death)",2
1433,Theodore Roosevelt III,,,,,Theodore Roosevelt III,1887-09-13 00:00:00,,Eleanor Butler Roosevelt,"Grace Roosevelt McMillan,Theodore Roosevelt III,Cornelius V.S. Roosevelt,Quentin Roosevelt II"
1434,Archibald Roosevelt,,,Harvard University,,,1894-04-09 00:00:00,,Grace Lockwood,"Archibald Bulloch Roosevelt Jr.,Theodora Keogh"
1435,Herbert Hoover Jr.,,,"Stanford University,Harvard University","BS,MBA",Herbert Charles Hoover II,1903-08-04 00:00:00,,Margaret Ava Watson,Margaret
1436,Kermit Roosevelt,,,Harvard University,,,1889-10-10 00:00:00,"Soldier, businessman, writer, explorer",Belle Wyatt Willard,"Kermit Roosevelt Jr.,Joseph Willard Roosevelt"
1437,Quentin Roosevelt,,,,,,1897-11-19 00:00:00,,,
1438,Ethel Roosevelt Derby,,,,,Ethel Carow Roosevelt,1891-08-13 00:00:00,,Richard Derby (m. 1913),Edith Derby Williams
1439,Lynda Bird Johnson Robb,,,University of Texas at Austin,,Lynda Bird Johnson,1944-03-19 00:00:00,,Chuck Robb,3
1440,John Coolidge,,,"Mercersburg Academy,Amherst College",,John Calvin Coolidge,1906-09-07 00:00:00,"Railroad Executive, Businessman, Entrepreneur",Florence Trumbull,Cynthia
1441,Eleanor Wilson McAdoo,,,Saint Mary's School,,Eleanor Randolph Wilson,1889-10-16 00:00:00,,William Gibbs McAdoo,2
1442,Luci Baines Johnson,,,"National Cathedral School,Georgetown University School of Nursing and Health Studies,St. Edward's University",,Lucy Baines Johnson,1947-07-02 00:00:00,"Businesswoman, philanthropist",Patrick Nugent,4
1443,Jessie Woodrow Wilson,,,Goucher College,BA,Jessie Woodrow Wilson,1887-08-28 00:00:00,,Francis Bowes Sayre Sr.,"Francis Bowes Sayre Jr.,Eleanor Sayre"
1444,Margaret Wilson (Nistha),,,,,Margaret Woodrow Wilson,1886-04-16 00:00:00,,,
1445,Franklin D. Roosevelt Jr.,,,"Harvard University,University of Virginia School of Law","LL.B.,A.B.",Franklin Delano Roosevelt Jr.,1914-08-17 00:00:00,,Ethel du Pont,Franklin D. Roosevelt III
1446,John Aspinwall Roosevelt II,,,Harvard University,,,1916-03-13 00:00:00,naval officer,"
",4
1447,James Roosevelt,,,Harvard University,AB,James Roosevelt II,1907-12-23 00:00:00,,Betsey Cushing Roosevelt Whitney,"Sara Wilford,James Roosevelt (lawyer)"
1448,James Roosevelt,,,Harvard University,"JD,AB,AMP",,1945-11-09 00:00:00,"Attorney, politician, investor",Ann Martha Conlon,3
1449,Elliott Roosevelt,,,"Hun School of Princeton,Groton School",,,1910-09-23 00:00:00,,Faye Emerson,5
1450,Elliott Roosevelt,,,St Paul's School,,,1860-02-28 00:00:00,,Anna Hall Roosevelt,"Eleanor Roosevelt,Hall Roosevelt"
1451,Margaret Truman,,,"George Washington University,(BA)",,,1924-02-17 00:00:00,Singer,,"Clifton Truman Daniel,mw-data:TemplateStyles:r1066479718"
1452,John S. D. Eisenhower,,,"United States Military Academy,Columbia University,United States Army Command and General Staff College",,John Sheldon Doud Eisenhower,1922-08-03 00:00:00,,"
","David Eisenhower,Anne Eisenhower,Susan Eisenhower,Mary Jean Eisenhower"
1453,Caroline Kennedy,,,"Harvard University,Columbia University","JD,AB",Caroline Bouvier Kennedy,1957-11-27 00:00:00,,Edwin Schlossberg,"Rose Schlossberg,Tatiana Schlossberg,Jack Schlossberg"
1454,Julie Nixon Eisenhower,,,,,Julie Nixon,1948-07-05 00:00:00,Author,David Eisenhower,Jennie Eisenhower
1455,Patrick Bouvier Kennedy,,,,,,1963-08-07 00:00:00,,,
1456,Tricia Nixon Cox,,,Boston College,BA,Patricia Nixon,1946-02-21 00:00:00,,Edward F. Cox,Christopher Nixon Cox
