,name,full_name,born,died
649,Sir Alan Hulme,,1907-02-14 00:00:00,9 October 1989
651,Alan J. Dixon,Alan John Dixon,1927-07-07 00:00:00,"July 6, 2014"
653,Alan Keen,David Alan Keen,1937-11-25 00:00:00,10 November 2011
656,Alan Karcher,,1943-05-19 00:00:00,"July 26, 1999"
660,Sir Alan Lascelles,,1887-04-11 00:00:00,10 August 1981
663,The Viscount Boyd of Merton,,1904-11-18 00:00:00,8 March 1983
666,Sir Alan Mansfield,,1902-09-30 00:00:00,17 July 1980
670,Alan Macnaughton,Alan Aylesworth Macnaughton,1903-07-30 00:00:00,"July 16, 1999"
676,The Duke of Northumberland,,1880-04-17 00:00:00,23 August 1930
677,Alan S. Becker,,1946-02-09 00:00:00,"July 4, 2020"
678,The Lord Rodger of Earlsferry,Alan Ferguson Rodger,1944-09-18 00:00:00,26 June 2011
681,The Lord Sainsbury,Alan John Sainsbury,1902-08-13 00:00:00,21 October 1998
686,Alan S. Boyd,,1922-07-20 00:00:00,"October 18, 2020"
689,Alan Thompson,Alan Craig Thompson,1927-05-17 00:00:00,"July 28, 2019"
690,Sir Alan Stewart,,1917-12-08 00:00:00,1 September 2004
692,Alan Trask,,1933-06-26 00:00:00,"January 9, 2019"
694,Alan Turing,Alan Mathison Turing,1912-06-23 00:00:00,7 June 1954
696,Alan Chester Valentine,,1901-02-23 00:00:00,"July 14, 1980"
697,Sir Alan Watt ,Alan Stewart Watt,1901-04-13 00:00:00,18 September 1988
699,Alan Williams,Alan John Williams,1930-10-14 00:00:00,21 December 2014
703,Alanson Holly,,1810-07-21 00:00:00,"September 15, 1882"
704,Alanson B. Houghton,Alanson Bigelow Houghton,1863-10-10 00:00:00,"September 15, 1941"
705,Alanson M. Kimball,,1827-03-12 00:00:00,"May 26, 1913"
708,Alanson Wilder Beard,,"August 20, 1825","August 27, 1900"
709,Alanson T. Lincoln,Alanson Tilman Lincoln,1858-10-23 00:00:00,"January 28, 1925"
712,Alastair William Gillespie,,1922-05-01 00:00:00,"August 19, 2018"
716,Alben W. Barkley,Willie Alben Barkley,1877-11-24 00:00:00,"April 30, 1956"
717,Albany Robichaud,Albany M. Robichaud,1903-07-22 00:00:00,27 October 1974
718,,,1819-08-26 00:00:00,14 December 1861
719,Albert Asahel Bliss,,1812-03-25 00:00:00,"May 14, 1893"
721,Albert B. Anderson,Albert Barnes Anderson,1857-02-10 00:00:00,"April 27, 1938"
722,Albert Alphonsus Ridge,Albert Alphonsus Ridge,1898-10-31 00:00:00,"March 2, 1967"
723,Albert B. Cummins,Albert Baird Cummins,1850-02-15 00:00:00,"July 30, 1926"
724,Albert Fall,Albert Bacon Fall,1861-11-26 00:00:00,", "
725,Albert Blakeney,,1850-09-28 00:00:00,"October 15, 1924"
726,Albert Baldwin Dod,,1805-03-24 00:00:00,"November 20, 1845"
727,Albert B. White,,1856-09-22 00:00:00,"July 3, 1941"
728,Albert V. Belan,,1930-03-07 00:00:00,"June 7, 2011"
729,Albert Maris,Albert Branson Maris,1893-12-19 00:00:00,", U.S."
730,Albert Brisbane,,"August 22, 1809","May 1, 1890"
732,Albert Booth,,1928-05-28 00:00:00,6 February 2010
733,Albert Boutwell,,1904-11-13 00:00:00,"February 3, 1978"
734,Albert C. Bostwick Jr.,,"April 1, 1901","September 26, 1980"
735,Albert Baker,,1845-02-15 00:00:00,"August 31, 1921"
736,Albert Brewer,Albert Preston Brewer,1928-10-26 00:00:00,"January 2, 2017"
737,Albert C. Hopkins,,1837-09-15 00:00:00,"June 9, 1911"
738,Albert Collins Greene,,1792-04-15 00:00:00,"January 8, 1863"
740,Albert Charles Saunders,,1874-10-12 00:00:00,"October 18, 1943"
741,Albert Charles Wollenberg,Albert Charles Wollenberg,1900-06-13 00:00:00,"April 19, 1981"
743,Albert Cardozo,Albert Jacob Cardozo,1828-12-21 00:00:00,"November 8, 1885"
745,Albert Carlton Bostwick,,1878-06-22 00:00:00,"November 10, 1911"
748,Albert Charles Wollenberg,Albert Charles Wollenberg,1900-06-13 00:00:00,"April 19, 1981"
749,Albert D. Kirwan,Albert Dennis Kirwan,1904-12-22 00:00:00,"November 30, 1971"
750,Albert Coppé,,1911-11-26 00:00:00,30 March 1999
752,Albert Douglas,,"April 25, 1852","March 14, 1935"
753,Albert Creswell Garlington,,1822-06-09 00:00:00,"March 27, 1885"
754,Albert Dunstan,,26 July 1882,14 April 1950
755,Albert Carter,,1881-07-05 00:00:00,"August 8, 1964"
756,Albert Elmer Austin,,1877-11-15 00:00:00,"January 26, 1942"
757,Albert Dutton MacDade,,"September 23, 1871","October 4, 1954"
758,Albert Cobo,,"October 2, 1893","September 12, 1957"
759,Albert Edson Sleeper,,"December 31, 1862","May 13, 1934 (aged 71)"
760,Albert Edward Mead,Albert Edward Mead,1861-12-14 00:00:00,"March 19, 1913"
761,Albert Francis Judd,,1838-01-07 00:00:00,"May 20, 1900"
762,Albert Lebrun,,1871-08-29 00:00:00,"March 6, 1950"
763,Albert E. Rice,,1845-09-24 00:00:00,"September 11, 1921"
764,Albert F. Ehrhardt,,1862,30 August 1929 (aged 66–67)
765,Albert Brown,,1813-05-31 00:00:00,"June 12, 1880"
766,Albert Einstein,,1879-03-14 00:00:00,18 April 1955
767,Albert Göring,Albert Günther Göring,1895-03-09 00:00:00,20 December 1966
768,Albert G. Lawrence,Albert Gallatin Lawrence,1836-04-14 00:00:00,"January 1, 1887"
769,Albert G. Burr,,1829-11-08 00:00:00,"June 10, 1882"
770,Albert G. Schmedeman,Albert George Schmedeman,1864-11-25 00:00:00,"November 26, 1946"
771,Albert Gallatin Riddle,,1816-05-28 00:00:00,"May 15, 1902"
772,Albert G. Simms,Albert Gallatin Simms,"October 8, 1882","December 29, 1964"
773,Albert Galiton Watkins,,1818-05-05 00:00:00,"November 9, 1895"
774,Albert Galiton Watkins,,1818-05-05 00:00:00,"November 9, 1895"
775,Albert Gallatin,Abraham Alfonse Albert Gallatin,1761-01-29 00:00:00,"August 12, 1849"
776,Albert G. Harrison,,1800-06-26 00:00:00,"September 7, 1839"
777,Albert G. Ellis,Albert Gallatin Ellis,1800-08-26 00:00:00,"December 23, 1885"
778,Albert Gardiner,,1867-07-30 00:00:00,14 August 1952
779,Albert Gallup,,1796-01-30 00:00:00,", "
780,Albert Gazier,,1908-05-16 00:00:00,2 March 1997
781,Albert Gerard Schatz,Albert Gerard Schatz,1921-08-04 00:00:00,"April 30, 1985"
782,Albert Gore,Albert Arnold Gore,1907-12-26 00:00:00,"December 5, 1998"
783,Sir Albert Gooderham,,"June 2, 1861","April 25, 1935"
784,Albert Glover,,1849,11 September 1941
785,The Earl Grey,,1851-11-28 00:00:00,29 August 1917
786,Albert Gore,Albert Arnold Gore,1907-12-26 00:00:00,"December 5, 1998"
788,Albert Henry Bosch,,1908-10-30 00:00:00,"November 21, 2005"
789,Albert Hale,,1950-03-13 00:00:00,"February 2, 2021"
790,Albert H. Tracy,,1793-06-17 00:00:00,"September 19, 1859"
791,Albert H. Roberts,,1868-07-04 00:00:00,"June 25, 1946"
792,Albert Hawke,,1900-12-03 00:00:00,14 February 1986
793,The Lord Hilton of Upton,,14 February 1908,3 May 1977 (aged 69)
794,Albert J. Engel Jr.,Albert Joseph Engel Jr.,1924-03-21 00:00:00,"April 5, 2013"
795,Albert Victor Hyzler,,20 November 1916,26 October 1993
796,Albert J. Beveridge,Albert Jeremiah Beveridge,1862-10-06 00:00:00,"April 27, 1927"
797,Albert Hoffmann,,1907-10-24 00:00:00,26 August 1972
798,Albert Hofstede,,1940-09-25 00:00:00,"September 3, 2016"
799,The Lord Illingworth,,25 May 1865,23 January 1942
800,Albert C. Howard,,1828-02-29 00:00:00,"July 3, 1910"
801,Albert John Henderson,Albert John Henderson,1920-12-12 00:00:00,"May 11, 1999"
803,Albert Jarvis Hopkins,,1846-08-15 00:00:00,"August 23, 1922"
804,Captain Albert Janse Ryckman,,ca. 1642,January 1737
805,Albert Jackson Pearson,,1846-05-20 00:00:00,"May 15, 1905"
806,Albert Hockings,Albert John Hockings,1826-02-21 00:00:00,11 November 1890
807,Albert Johnson,,"March 5, 1869","January 17, 1957 (aged 87)"
808,Albert L. Rendlen,,"April 7, 1922","November 23, 2009"
809,Albert L. Reeves,Albert L. Reeves,1873-12-21 00:00:00,"March 24, 1971"
810,Albert L. Phillips,,1824-05-12 00:00:00,1893
811,Albert L. Coles,,1909-11-08 00:00:00,"December 18, 1978"
812,Albert L. Catlin,Albert Leonard Catlin, 1809,"August 10, 1884"
813,Albert L. Vreeland,,1901-07-02 00:00:00,"May 3, 1975"
814,Albert Lee Stephens Sr.,Albert Lee Stephens,1874-01-25 00:00:00,"January 15, 1965"
815,Albert Lee Stephens Jr.,Albert Lee Stephens Jr.,1913-02-19 00:00:00,"September 6, 2001"
816,Albert Leisenring Watson,Albert Leisenring Watson,1876-12-06 00:00:00,"December 20, 1960"
817,Albert Lebrun,,1871-08-29 00:00:00,"March 6, 1950"
820,Albert Magnin,,"April 13, 1846","March 18, 1906"
821,Albert Norton,Albert Norton,1836-01-01 00:00:00,11 March 1914
822,Albert Miller Lea,,1808-07-23 00:00:00,"January 16, 1891"
823,Albert Norton Richards,,1821-12-08 00:00:00,"March 6, 1897"
824,Albert Morris Sames,Albert Morris Sames,1873-02-09 00:00:00,"March 16, 1958"
826,Albert O. Boschen,Albert Orlando Boschen,1873-06-25 00:00:00,"August 15, 1957"
827,Albert P. Forsythe,,1830-05-24 00:00:00,"September 2, 1906"
830,Albert P. Langtry,,1860-07-27 00:00:00,"August 28, 1939"
831,Albert Palmer,,"January 17, 1831","May 21, 1887"
832,Albert P. Morano,Albert Paul Morano,1908-01-18 00:00:00,"December 16, 1987"
833,Albert R. Anderson,,"November 8, 1837","November 17, 1898 (aged 61)"
835,The Earl of Morley,,1843-06-11 00:00:00,26 February 1905
836,Albert Pitt,,1842,18 November 1906
837,Albert R. Broccoli,Albert Romolo Broccoli,1909-04-05 00:00:00,"June 27, 1996"
839,Albert R. Hall,,1841-04-20 00:00:00,"June 2, 1905"
840,Albert R. Hall,,1841-04-20 00:00:00,"June 2, 1905"
841,Albert Reynolds,Albert Martin Reynolds,1932-11-03 00:00:00,21 August 2014
843,Albert Roberts,,14 May 1908,11 May 2000
844,Albert Rosellini,Albert Dean Rosellini,1910-01-21 00:00:00,"October 10, 2011"
845,Albert Smith Marks,,1836-10-16 00:00:00,"November 4, 1891"
846,Albert Burleson,Albert Sidney Burleson,1863-06-07 00:00:00,"November 24, 1937"
847,Albert Ritchie,Albert Cabell Ritchie,1876-08-29 00:00:00,"February 24, 1936"
848,Albert Rust,,", ",", "
849,Albert Sarraut,,28 July 1872,26 November 1962
850,Albert S. Rodda,,1912-07-23 00:00:00,"April 3, 2010"
851,Albert Smith White,Albert Smith White,1803-10-24 00:00:00,"September 4, 1864"
852,Albert Sassoon,Albert Abdullah David Sassoon,1818-07-25 00:00:00,24 October 1896
853,Albert Sherman Christensen,Albert Sherman Christensen,1905-06-09 00:00:00,"August 13, 1996"
854,Albert Schweitzer,,1875-01-14 00:00:00,4 September 1965
855,Albert Edson Sleeper,,"December 31, 1862","May 13, 1934 (aged 71)"
856,Albert Taylor Goodwyn,Albert Taylor Goodwyn,1842-12-17 00:00:00,"July 1, 1931"
857,Albert Smith White,Albert Smith White,1803-10-24 00:00:00,"September 4, 1864"
858,Albert Thomas,,"April 12, 1898","February 15, 1966"
859,Albert Teich,,1929-02-22 00:00:00,"October 2, 2010"
860,The Earl Spencer,,1892-05-23 00:00:00,9 June 1975
861,Albert Thompson,,1886-11-14 00:00:00,13 January 1966
862,Albert Teich,,1929-02-22 00:00:00,"October 2, 2010"
863,Albert Vickers Bryan,,1899-07-23 00:00:00,"March 13, 1984"
864,Albert Twesme,Albert Theodore Twesme,1879-08-07 00:00:00,"June 27, 1949"
865,The Lord Ashfield,Albert Henry Knattriess,8 August 1874,4 November 1948
867,Albert W. Cretella,,1897-04-22 00:00:00,"May 24, 1979"
868,Albert Vickers Bryan Jr.,,1926-11-08 00:00:00,"August 27, 2019"
869,Albert W. Johnson,,"April 17, 1906","September 1, 1998"
870,Albert W. Gilchrist,,1858-01-15 00:00:00,"May 15, 1926"
871,Albert W. Jefferis,,1868-12-07 00:00:00,"September 14, 1942"
872,Albert William Sherer Jr.,,"January 16, 1916","December 27, 1986"
873,Albert W. Harvey,,1879-03-10 00:00:00,"January 3, 1956"
874,Albert W. Pettit,,"October 18, 1930","June 7, 1997"
875,Albert William Sherer Jr.,,"January 16, 1916","December 27, 1986"
876,"Albert William Watson, Sr.",,1922-08-30 00:00:00,"September 25, 1994"
877,Albert Winsemius,,1910-02-26 00:00:00,4 December 1996
878,Albert Williams Johnson,Albert Williams Johnson,1872-11-28 00:00:00,"March 22, 1957"
879,Albert W. Coffrin,Albert Wheeler Coffrin,1919-12-21 00:00:00,"January 13, 1993"
880,Albert van der Sandt Centlivres,,13 January 1887,19 September 1966
881,Alberta Ramage Neely,,1880-08-27 00:00:00,"June 30, 1976"
883,Harry Wright,Albert Henry Wright,1890,20 March 1963 (aged 72)
884,The Countess of Sandwich,Alberta Sturges,1877-09-07 00:00:00,23 October 1951
885,"Albertha, Duchess of Marlborough",Lady Albertha Frances Anne Hamilton,29 July 1847,7 January 1932
886,The Earl of Hardwicke,,14 March 1867,29 November 1904
888,Alberto Bustamante,,1950-09-12 00:00:00,"February 7, 2008"
890,Alberto Cañas Escalante,,1920-03-16 00:00:00,14 June 2014
891,Alberto Bustamante,,1950-09-12 00:00:00,"February 7, 2008"
896,Alberto Gutman,,1959-01-04 00:00:00,"February 16, 2019"
898,Albin Chalandon,,1920-06-11 00:00:00,29 July 2020
899,Alberto Martinez Piedra,,1926-01-29 00:00:00,"December 20, 2021"
900,Albion Parris,Albion Keith Parris,1788-01-19 00:00:00,"February 11, 1857"
904,Alcée Louis la Branche,,1806,"August 17, 1861"
905,Alby Schultz,Albert John Schultz,1939-05-29 00:00:00,14 July 2015
906,Aldebert de Chambrun,,1872-07-23 00:00:00,"April 22, 1962"
907,Aldebert de Chambrun,,1872-07-23 00:00:00,"April 22, 1962"
908,Alcee Hastings,Alcee Lamar Hastings,1936-09-05 00:00:00,"April 6, 2021"
909,Alcide De Gasperi,Alcide Amedeo Francesco De Gasperi,1881-04-03 00:00:00,", "
910,Tom Clausen,Alden Winship Clausen,1923-02-17 00:00:00,"January 21, 2013"
911,Alden Bradford,,1765-11-17 00:00:00,26 October 1843
912,Aldon J. Anderson,Aldon Junior Anderson,1917-01-03 00:00:00,"March 24, 1996"
913,Aldo Moro,Aldo Romeo Luigi Moro,1916-09-16 00:00:00,9 May 1978
915,Aldous Huxley,Aldous Leonard Huxley,26 July 1894,22 November 1963
918,Alec Cunningham-Reid,,1895-04-20 00:00:00,26 March 1977
919,Alexander Lamont,Alexander James Lamont,1850-02-08 00:00:00,27 June 1934
920,The Lord Home of the Hirsel,Alexander Frederick Douglas-Home,1903-07-02 00:00:00,9 October 1995
925,Alec Vidler,Alexander Roper Vidler,1899-12-27 00:00:00,25 July 1991
926,Alec Woodall,,20 September 1918,3 January 2011 (age 92)
927,Alec Jones,,1924-08-12 00:00:00,20 March 1983
931,Aleister Crowley,Edward Alexander Crowley,1875-10-12 00:00:00,1 December 1947
935,Sandro Pertini,Alessandro Pertini,1896-09-25 00:00:00,24 February 1990
936,Aleksandr Ulyanov,,12 April [,20 May [
950,Alex Carey,,1 December 1922,30 November 1987
951,Alex Deccio,,1921-10-28 00:00:00,"October 25, 2011"
952,Alex DeCroce,,1936-06-10 00:00:00,"January 9, 2012"
956,Alex Ifeanyichukwu Ekwueme,,1932-10-21 00:00:00,19 November 2017
957,Alexander Mark Hughes Eadie,Alexander Mark Hughes Eadie,1920-06-23 00:00:00,26 January 2012
959,Alex Fergusson,Alexander Charles Onslow Fergusson,1949-04-08 00:00:00,31 July 2018
962,Alex Ibru,,1945-03-01 00:00:00,20 November 2011
965,Alex Lyon,Alexander Ward Lyon,1931-10-15 00:00:00,30 September 1993
966,Alex Groesbeck,,1873-11-07 00:00:00,"March 10, 1953"
969,Alex Möller,Alexander Johann Heinrich Friedrich Möller,1903-04-26 00:00:00,2 October 1985
970,Alex Meunier,,"November 9, 1897","November 8, 1983"
976,Alex P. Garcia,,1929-06-22 00:00:00,"April 10, 1999"
978,,,1907-09-02 00:00:00,10 April 1994
981,Alexander Wallace Matheson,,1903-06-10 00:00:00,"March 6, 1976"
982,Alex T. Howard Jr.,Alexander Travis Howard Jr.,1924-07-09 00:00:00,"February 10, 2011"
987,Alex Timpson,Alexandra Winkfield Dodd,25 April 1946,5 January 2016
988,Alexa McDonough,Alexa Ann Shaw,1944-08-11 00:00:00,"January 15, 2022"
994,Alexander Akerman,Alexander Akerman,1869-10-09 00:00:00,"August 21, 1948"
995,Alexander Asher,,1834-01-27 00:00:00,5 August 1905
996,The Lord Ashburton,Alexander Francis St Vincent Baring,1898-04-07 00:00:00,12 June 1991
997,The Lord Ashburton,,27 October 1774,12 May 1848
998,Alexander Astin,,1932-05-30 00:00:00,"May 18, 2022"
1001,Alexander Bicks,Alexander Bicks,1901-03-17 00:00:00,"May 9, 1963"
1004,Alexander Barrow,,1801-03-27 00:00:00,"December 29, 1846"
1005,Alexander Bogdanov,Alyaksandr Malinovsky,1873-08-22 00:00:00,7 April 1928
1006,Alexander Botkin,Alexander Botkin,1801-03-04 00:00:00,"March 5, 1857"
1007,The Lord Balfour of Burleigh,,13 January 1849,6 July 1921
1008,Alexander Brush,,"February 8, 1824","June 1, 1892"
1009,Alexander Bullock,Alexander Hamilton Bullock,1816-03-02 00:00:00,"January 17, 1882"
1010,Alexander C. Davidson,Alexander Caldwell Davidson,1826-12-26 00:00:00,"November 6, 1897"
1011,Alexander Burton Hagner,Alexander Burton Hagner,1826-07-13 00:00:00,"June 30, 1915"
1012,Sir Alexander Cadogan,Alexander Montagu George Cadogan,1884-11-25 00:00:00,9 July 1968
1013,Alexander C. Mitchell,,1860-10-11 00:00:00,"July 7, 1911"
1014,Alexander Cummings McWhorter Pennington,,"July 2, 1810","January 25, 1867"
1015,The Earl of Athlone,Prince Alexander of Teck,1874-04-14 00:00:00,16 January 1957
1016,Alexander Campbell,,1822-03-09 00:00:00,"May 24, 1892"
1017,Alexander Bustamante,William Alexander Clarke,1884-02-24 00:00:00,6 August 1977
1018,Alexander Caldwell,,1830-03-01 00:00:00,"May 19, 1917"
1019,Alexander Caldwell,Alexander Caldwell,1774-11-01 00:00:00,"April 8, 1839"
1020,Alexander Campbell,,1822-03-09 00:00:00,"May 24, 1892"
1021,Sir Alexander Carr-Saunders,Alexander Morris Carr-Saunders,1886-01-14 00:00:00,6 October 1966
1022,Alexander Campbell,,1814-10-04 00:00:00,"August 8, 1898"
1023,Alexander Contee Hanson,,1786-02-27 00:00:00,"April 23, 1819"
1024,Alexander De Witt,,1798-04-02 00:00:00,"January 13, 1879"
1025,Alexander Dromgoole Sims,,1803-06-12 00:00:00,"November 22, 1848"
1026,Alexander Colden,,1716-08-13 00:00:00,"December 12, 1784"
1027,Alexander Crombie Humphreys,,30 March 1851,14 August 1927
1028,Alexander Contee Hanson Sr.,,1749-10-22 00:00:00,16 January 1806
1029,Alexander Comstock Kirk,Alexander Comstock Kirk,1888-11-26 00:00:00,"March 23, 1979"
1030,The Duke of Fife,,1849-11-10 00:00:00,29 January 1912
1031,Alexander Duncan,,1788,"March 23, 1853"
1033,Alexander Dimitry,,1805-02-07 00:00:00,"January 30, 1883"
1034,Alexander Dunnett,,1852-11-29 00:00:00,"September 14, 1920"
1036,Alexander F. Mathews,,"November 13, 1838","December 17, 1906 (aged 68)"
1038,Alexander Agassiz,,1835-12-17 00:00:00,"March 27, 1910"
1039,The Lord St Audries,,26 September 1853,4 June 1917
1040,Alexander Francis Macdonald,,1818,"April 12, 1913"
1043,Alexander Evans,,1818-09-13 00:00:00,"December 5, 1888"
1044,Alexander Fyfe,Alexander Fyfe,1826,1903 (aged 75–76)
1045,Alexander G. Ruthven,,1882-01-01 00:00:00,"January 19, 1971"
1046,Sir Alexander Woodford,,15 June 1782,26 August 1870 (aged 88)
1047,The Duke of Gordon,,1743-06-18 00:00:00,17 June 1827
1048,Alexander Gillon,,1741-08-13 00:00:00,"October 6, 1794"
1049,Alexander Hamilton Holley,,"August 12, 1804","October 2, 1887 (aged 83)"
1050,Alexander Grantham,,1899-03-15 00:00:00,4 October 1978
1051,Alexander Stephens,Alexander Hamilton Stephens,1812-02-11 00:00:00,"March 4, 1883"
1052,Alexander Hamilton Rice,,1818-08-30 00:00:00,"July 22, 1895"
1053,Alexander Hill Everett,,1790-03-19 00:00:00,"June 29, 1847"
1054,Alexander Bullock,Alexander Hamilton Bullock,1816-03-02 00:00:00,"January 17, 1882"
1055,Alexander H. Bailey,,"August 14, 1817","April 20, 1874 (aged 56)"
1056, ,,1767-10-03 00:00:00,18 August 1852
1057,Alexander Haig,Alexander Meigs Haig Jr.,1924-12-02 00:00:00,"February 20, 2010"
1058,Alexander Hamilton,,1755-01-11 00:00:00,"July 12, 1804 (aged 47 or 49)"
1059,Alexander Hamilton,Alexander Hamilton,1815-11-15 00:00:00,"December 10, 1907"
1060,Alexander Hamilton,Alexander Hamilton,1847-09-09 00:00:00,"June 3, 1928"
1061,Alexander Hamilton Jr.,,1786-05-16 00:00:00,"August 2, 1875"
1062,Alexander Hamilton Jr.,,1816-01-26 00:00:00,"December 30, 1889"
1063,The Lord Hardinge of Penshurst,,1894-05-17 00:00:00,29 May 1960
1064,Alexander Harvey II,Alexander Harvey II,1923-05-03 00:00:00,"December 4, 2017"
1065,Alexander Hamilton McDonald,,"March 16, 1919","March 31, 1980"
1066,The Lord Faringdon,,28 September 1850,17 March 1934 (aged 83)
1067,Alexander Holtzoff,Alexander Holtzoff,1886-11-07 00:00:00,"September 6, 1969"
1068,Sir Alexander Herdman,,17 July 1869,13 June 1953
1069,Alexander Hill Everett,,1790-03-19 00:00:00,"June 29, 1847"
1070,Alexander James Dallas,,1791-05-15 00:00:00,"June 3, 1844"
1072,Alexander Irvin,,1800-01-18 00:00:00,"March 20, 1874"
1073,The Earl of Gowrie,Alexander Gore Arkwright Hore-Ruthven,1872-07-06 00:00:00,2 May 1955
1074,Alexander James Grant,,1829-03-25 00:00:00,"January 26, 1909"
1075,Alexander J. Resa,,1887-08-04 00:00:00,"July 4, 1964"
1076,Alexander J. Napoli,Alexander J. Napoli,1905-10-07 00:00:00,"July 12, 1972"
1077,Alexander Dallas,Alexander James Dallas,1759-06-21 00:00:00,"January 16, 1817"
1078,Alexander McClung,,1811,"March 23, 1855 (aged 43–44)"
1079,Alexander Keith Marshall,,1808-02-11 00:00:00,"April 28, 1884"
1080,Alexander Johnston,,1867-04-24 00:00:00,"November 30, 1951"
1081,Sir Alexander John Arbuthnot,,11 October 1822,10 June 1907
1082,Alexander Robert Lawton,,1818-11-04 00:00:00,"July 2, 1896"
1083,Alexander L. Harris,,"October 9, 1820","August 27, 1898"
1084,Alexander Long,,1816-12-24 00:00:00,"November 28, 1886"
1086,Alex Möller,Alexander Johann Heinrich Friedrich Möller,1903-04-26 00:00:00,2 October 1985
1087,Alexander Loyd,,1805-08-19 00:00:00,"May 7, 1872"
1089,Sandy Keith,Alexander MacDonald Keith,"November 22, 1928","October 3, 2020 (aged 91)"
1090,Alexander McDonald,,1832-04-10 00:00:00,"December 13, 1903"
1091,Alexander Martin,,1740-10-17 00:00:00,"November 2, 1807"
1092,Alexander Mackenzie,,1822-01-28 00:00:00,"April 17, 1892"
1093,Alexander Mair,,1889-08-25 00:00:00,3 August 1969
1095,Alexander McDonald,,1832-04-10 00:00:00,"December 13, 1903"
1096,Alexander McDougall,,Summer 1732,"9 June, 1786 (aged 53–54)"
